19:33:31 - INFO: Bulletin: businessindustryandtrade/business/businessservices/articles/businessimpactofcoronaviruscovid19survey/preliminaryweightedresults, MainPoints: None
19:34:04 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/worldtradeexplorer/2019-07-24, MainPoints: None
19:34:05 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/whodoestheuktradewith/2017-02-21, MainPoints: None
19:34:05 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/whereareindustryeyesonbrexit/2017-07-17, MainPoints: None
19:34:05 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/tradingplacesukgoodstradewitheupartners/2017-03-28, MainPoints: None
19:34:05 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/commonwealthtradeinfocusasukpreparesforbrexit/2017-03-09, MainPoints: None
19:34:06 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/ukperspectives2016tradewiththeeuandbeyond/2016-05-25, MainPoints: None
19:34:06 - INFO: Bulletin: businessindustryandtrade/internationaltrade/articles/howimportantischinatotheukeconomy/2015-09-02, MainPoints: None
19:34:08 - INFO: Bulletin: businessindustryandtrade/manufacturingandproductionindustry/articles/ukmanufacturerssalesafocusonthebeveragesindustry/2018-11-27, MainPoints: None
19:34:11 - INFO: Bulletin: businessindustryandtrade/retailindustry/articles/transformingshorttermturnoverstatisticsoctober2017/2017-10-19, MainPoints: None
19:34:11 - INFO: Bulletin: businessindustryandtrade/retailindustry/articles/shoppinginshopsthathavenoshops/2016-07-29, MainPoints: None
19:34:11 - INFO: Bulletin: businessindustryandtrade/retailindustry/articles/twodecadesofsundaytrading/2016-03-09, MainPoints: None
19:34:11 - INFO: Bulletin: businessindustryandtrade/retailindustry/articles/retailsales/2016-01-26, MainPoints: None
19:34:20 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/coronavirushowpeopleandbusinesseshaveadaptedtolockdowns/2021-03-19, MainPoints: None
19:34:21 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25, MainPoints: None
19:34:21 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/theimpactofthecoronavirussofartheindustriesthatstruggledorrecovered/2020-12-09, MainPoints: None
19:34:23 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/coronavirusandthechangingneedforeconomicstatisticsandanalysis/2020-07-08, MainPoints: None
19:34:29 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/unitlabourcostsuk/apriltojune2019, MainPoints: None
19:34:29 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/changesintheeconomysincethe1970s/2019-09-02, MainPoints: None
19:34:30 - INFO: Bulletin: economy/economicoutputandproductivity/publicservicesproductivity/articles/aguidetoqualityadjustmentinpublicserviceproductivitymeasures/2019-08-07, MainPoints: None
19:34:31 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/experimentalcomparisonsofinfrastructureacrosseurope/may2019, MainPoints: None
19:34:32 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/introducingindustrybyregionlabourmetricsandproductivity/2017, MainPoints: None
19:34:33 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/improvingestimatesoflabourproductivityandinternationalcomparisons/2019-01-09, MainPoints: None
19:34:35 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/developingnewmeasuresofinfrastructureinvestment/august2018, MainPoints: None
19:34:35 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/reviewingdiscountratesinonsvaluations/2018-07-11, MainPoints: None
19:34:35 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/productivitydevelopmentplan/2018to2020, MainPoints: None
19:34:36 - INFO: Bulletin: economy/economicoutputandproductivity/publicservicesproductivity/articles/totalpublicserviceproductivityunderstandinginputs/2018-07-06, MainPoints: None
19:34:40 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/reviewofinternationalbestpracticeintheproductionofproductivitystatistics/2018-02-07, MainPoints: None
19:34:42 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/qualityadjustedlabourinput/ukestimatesto2016, MainPoints: None
19:34:43 - INFO: Bulletin: economy/economicoutputandproductivity/publicservicesproductivity/articles/qualityadjustmentofpublicservicecriminaljusticesystemoutputexperimentalmethod/2017-10-06, MainPoints: None
19:34:46 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/developingimprovedestimatesofqualityadjustedlabourinputsusingtheannualsurveyofhoursandearnings/aprogressreport, MainPoints: None
19:34:46 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/introducingdivisionlevellabourproductivityestimates/july2017, MainPoints: None
19:34:47 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/labourproductivitymeasuresfromtheannualbusinesssurvey/2006to2015, MainPoints: None
19:34:48 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/managementpracticesandproductivityaregionalperspective/2015, MainPoints: None
19:34:49 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/fivefactsabouttheukservicesector/2016-09-29, MainPoints: None
19:34:49 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/updatedthebritishsteelindustrysincethe1970s/2016-01-18, MainPoints: None
19:34:49 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/cityregionsarticle/2015-07-24, MainPoints: None
19:34:50 - INFO: Bulletin: economy/economicoutputandproductivity/productivitymeasures/articles/trendsintheukeconomy/2015-02-27, MainPoints: None
19:34:50 - INFO: Bulletin: economy/economicoutputandproductivity/output/articles/volumeindexofcapitalservices/2015-01-23, MainPoints: None
19:34:53 - INFO: Bulletin: economy/environmentalaccounts/articles/howhaslockdownchangedourrelationshipwithnature/2021-04-26, MainPoints: None
19:34:57 - INFO: Bulletin: economy/environmentalaccounts/articles/sustainabledevelopmentgoalstakingstockprogressandpossibilities/december2020, MainPoints: None
19:34:58 - INFO: Bulletin: economy/environmentalaccounts/articles/doesexposuretoairpollutionincreasetheriskofdyingfromthecoronaviruscovid19/2020-08-13, MainPoints: None
19:34:58 - INFO: Bulletin: economy/environmentalaccounts/articles/oneineightbritishhouseholdshasnogarden/2020-05-14, MainPoints: None
19:35:00 - INFO: Bulletin: economy/environmentalaccounts/articles/valuinggreenspacesinurbanareas/ahedonicpriceapproachusingmachinelearningtechniques, MainPoints: None
19:35:01 - INFO: Bulletin: economy/environmentalaccounts/articles/urbangreenspacesraisenearbyhousepricesbyanaverageof2500/2019-10-14, MainPoints: None
19:35:02 - INFO: Bulletin: economy/environmentalaccounts/articles/aburningissuebiomassisthebiggestsourceofrenewableenergyconsumedintheuk/2019-08-30, MainPoints: None
19:35:03 - INFO: Bulletin: economy/environmentalaccounts/articles/netzeroandthedifferentofficialmeasuresoftheuksgreenhousegasemissions/2019-07-24, MainPoints: None
19:35:05 - INFO: Bulletin: economy/environmentalaccounts/articles/whatisthedifferencebetweensexandgender/2019-02-21, MainPoints: None
19:35:05 - INFO: Bulletin: economy/environmentalaccounts/articles/howgreenisyourstreet/2018-11-19, MainPoints: None
19:35:06 - INFO: Bulletin: economy/environmentalaccounts/articles/usinginnovativemethodstoreportagainstthesustainabledevelopmentgoals/2018-10-22, MainPoints: None
19:35:06 - INFO: Bulletin: economy/environmentalaccounts/articles/fivefactsaboutenvironmentaltaxes/2018-10-09, MainPoints: None
19:35:06 - INFO: Bulletin: economy/environmentalaccounts/articles/ukairpollutionremovalhowmuchpollutiondoesvegetationremoveinyourarea/2018-07-30, MainPoints: None
19:35:07 - INFO: Bulletin: economy/environmentalaccounts/articles/theukenvironmentfightingpollutionimprovingourhealthandsavingusmoney/2017-10-02, MainPoints: None
19:35:07 - INFO: Bulletin: economy/environmentalaccounts/articles/arewereadytoswitchtoelectriccars/2017-08-16, MainPoints: None
19:35:08 - INFO: Bulletin: economy/environmentalaccounts/articles/uknaturalcapitaldevelopingukmountainmoorlandandheathlandecosystemaccounts/2017-07-21, MainPoints: None
19:35:08 - INFO: Bulletin: economy/environmentalaccounts/articles/fivefactsaboutcars/2016-09-22, MainPoints: None
19:35:08 - INFO: Bulletin: economy/environmentalaccounts/articles/ukenergyhowmuchwhattypeandwherefrom/2016-08-15, MainPoints: None
19:35:08 - INFO: Bulletin: economy/environmentalaccounts/articles/ukperspectives2016energyandemissionsintheuk/2016-05-26, MainPoints: None
19:35:11 - INFO: Bulletin: economy/environmentalaccounts/articles/uknaturalcapitalfreshwaterecosystemassetsandservicesaccounts/2015-03-20, MainPoints: None
19:35:12 - INFO: Bulletin: economy/environmentalaccounts/articles/uknaturalcapitallandcoverintheuk/2015-03-17, MainPoints: None
19:35:12 - INFO: Bulletin: economy/environmentalaccounts/articles/energyandemissionsintheuk/2015-02-19, MainPoints: None
19:35:13 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/developmentofpublicsectorfinancestatistics/may2021, MainPoints: None
19:35:16 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/whatisthecoronaviruscovid19doingtothepublicpurse/2021-02-02, MainPoints: None
19:35:16 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/challengesofmeasuringtheeffectsofthecoronaviruspandemicontaxreceipts/august2020, MainPoints: None
19:35:17 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/alignmentbetweenpublicsectorfinancesandnationalaccounts/september2019, MainPoints: None
19:35:18 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/theukcontributiontotheeubudget/2017-10-31, MainPoints: None
19:35:18 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicspending/articles/workingflexiblyinthepublicsector/2019-09-20, MainPoints: None
19:35:18 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/researchanddevelopmentexpenditure/articles/researchanddevelopmentintheukflowoffundsexplained/2019-08-08, MainPoints: None
19:35:19 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicspending/articles/isstaffretentionanissueinthepublicsector/2019-06-17, MainPoints: None
19:35:19 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicspending/articles/whoworksinthepublicsector/2019-06-04, MainPoints: None
19:35:20 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/lookingaheaddevelopmentsinpublicsectorfinancestatistics/2019, MainPoints: None
19:35:20 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/taxesandfeesforsalesofservicehowtheydifferandwhyitisimportant/2019-05-31, MainPoints: None
19:35:21 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicspending/articles/activitiesspendingandproductivityinthefireandrescueservicessince2009/2019-05-30, MainPoints: None
19:35:21 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/widermeasuresofpublicsectornetdebt/december2018, MainPoints: None
19:35:21 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/newtreatmentofstudentloansinthepublicsectorfinancesandnationalaccounts/2018-12-17, MainPoints: None
19:35:22 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/employmentrelatedpensionsinpublicsectorfinances/2017-09-21, MainPoints: None
19:35:23 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/subregionalpublicsectorfinances/scopingstudy, MainPoints: None
19:35:23 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/improvementstoaccrualsmethodologyforcorporationtaxbankcorporationtaxsurchargeandthebanklevy/2017, MainPoints: None
19:35:24 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/autumnstatementsupplementaryfiscalaggregates/2016, MainPoints: None
19:35:24 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/ukperspectives2016spendingonpublicservicesintheuk/2016-05-25, MainPoints: None
19:35:24 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/thedebtanddeficitoftheukpublicsectorexplained/2016-03-16, MainPoints: None
19:35:25 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/articles/howisthewelfarebudgetspent/2016-03-16, MainPoints: None
19:35:25 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicspending/articles/howdoestheukcontributetotheeubudget/2015-06-26, MainPoints: None
19:35:26 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicspending/articles/spendingonpublicservicesintheuk/2015-02-10, MainPoints: None
19:35:26 - INFO: Bulletin: economy/governmentpublicsectorandtaxes/publicsectorfinance/bulletins/eugovernmentdeficitanddebtreturn/2014-10-17, MainPoints: None
19:35:31 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/coronavirusandtheimpactonmeasuresofukgovernmenteducationoutput/march2020tofebruary2021, MainPoints: None
19:35:33 - INFO: Bulletin: economy/grossdomesticproductgdp/compendium/unitedkingdomnationalaccountsthebluebook/2020, MainPoints: None
19:35:33 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/communicatinggrossdomesticproduct/2020-04-16, MainPoints: None
19:35:33 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpwales/apriltojune2019, MainPoints: None
19:35:34 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpsouthwest/apriltojune2019, MainPoints: None
19:35:34 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpeastmidlands/apriltojune2019, MainPoints: None
19:35:34 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpwestmidlands/apriltojune2019, MainPoints: None
19:35:34 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpeastofengland/apriltojune2019, MainPoints: None
19:35:35 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpsoutheast/apriltojune2019, MainPoints: None
19:35:35 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpnortheast/apriltojune2019, MainPoints: None
19:35:35 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpnorthwest/apriltojune2019, MainPoints: None
19:35:35 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdpyorkshireandthehumber/apriltojune2019, MainPoints: None
19:35:36 - INFO: Bulletin: economy/grossdomesticproductgdp/bulletins/gdplondon/apriltojune2019, MainPoints: None
19:35:36 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/conceptualandmethodologicaldifferencesbetweenprivatehousingconstructionoutputandgrossfixedcapitalformationprivatesectordwellings/2019-05-31, MainPoints: None
19:35:36 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/businessinvestmentintheuk/analysisbyasset, MainPoints: None
19:35:37 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/whatschangedsincethebrexitvote/2017-06-23, MainPoints: None
19:35:37 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/productsforthenewgdppublicationmodel/2018-07-04, MainPoints: None
19:35:38 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/the2008recession10yearson/2018-04-30, MainPoints: None
19:35:40 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/introducinganewpublicationmodelforgdp/2018-04-27, MainPoints: None
19:35:41 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/vatturnoverinitialresearchanalysisuk/december, MainPoints: None
19:35:42 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/paddingtonstarwarsandtheriseoftheukfilmindustry/2017-12-14, MainPoints: None
19:35:42 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/ukinterestraterisewhatschangedinthelastdecade/2017-11-02, MainPoints: None
19:35:43 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/ashortguidetogrossfixedcapitalformationandbusinessinvestment/2017-05-25, MainPoints: None
19:35:44 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/financialintermediationservicesindirectlymeasuredfisimintheukrevisited/2017-04-24, MainPoints: None
19:35:44 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/gdpandme/2017-03-20, MainPoints: None
19:35:45 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/fivefactsaboutgdp/2017-02-17, MainPoints: None
19:35:45 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/annualimprovementstogrossfixedcapitalformationsourcedataforbluebook2017/2017-02-16, MainPoints: None
19:35:45 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/gdpandspecialeventsinhistory/2016-11-25, MainPoints: None
19:35:45 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/thechallengesofmeasuringgdpinthedigitalborderlessworld/2016-11-22, MainPoints: None
19:35:45 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/whatisgdp/2016-11-21, MainPoints: None
19:35:46 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/nationalaccounts/proposedmethodologicalchangestochainlinkingforukpublicationsandinternationaltransmissions, MainPoints: None
19:35:46 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/nomoneynomedals/2016-08-22, MainPoints: None
19:35:46 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/ukperspectives2016theukcontributiontotheeubudget/2016-05-25, MainPoints: None
19:35:46 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/ukperspectives2016trendsintheukeconomy/2016-05-25, MainPoints: None
19:35:47 - INFO: Bulletin: economy/grossdomesticproductgdp/articles/internationalcomparisonofgdprevisions/2016-04-28, MainPoints: None
19:35:48 - INFO: Bulletin: economy/grossvalueaddedgva/articles/measurementofthefinanceandinsuranceindustriesinestimatesofregionalgrossvalueadded/2018-04-09, MainPoints: None
19:35:52 - INFO: Bulletin: economy/grossvalueaddedgva/articles/regionalgrossvalueaddedincomeapproach/londonleadsukcitiesineconomicrecovery, MainPoints: None
19:35:52 - INFO: Bulletin: economy/grossvalueaddedgva/articles/londonleadsukcitiesineconomicrecovery/2015-12-09, MainPoints: None
19:35:57 - INFO: Bulletin: economy/inflationandpriceindices/articles/researchanddevelopmentsinthetransformationofukconsumerpricestatistics/april2021, MainPoints: None
19:35:58 - INFO: Bulletin: economy/inflationandpriceindices/articles/researchintotheuseofscannerdataforconstructingukconsumerpricestatistics/2021-04-06, MainPoints: None
19:35:58 - INFO: Bulletin: economy/inflationandpriceindices/articles/classificationofnewdatainukconsumerpricestatistics/2021-04-06, MainPoints: None
19:36:00 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpricesdevelopmentplan/updatedmarch2021, MainPoints: None
19:36:00 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceinflationupdatingweights/2021, MainPoints: None
19:36:00 - INFO: Bulletin: economy/inflationandpriceindices/articles/ukconsumerpriceinflationbasketofgoodsandservices/2021, MainPoints: None
19:36:01 - INFO: Bulletin: economy/inflationandpriceindices/articles/coronaviruscovid19andconsumerpriceinflationweightsandprices/2021, MainPoints: None
19:36:02 - INFO: Bulletin: economy/inflationandpriceindices/articles/actualindividualconsumptionperheadintheuk/2019, MainPoints: None
19:36:02 - INFO: Bulletin: economy/inflationandpriceindices/articles/developingthehouseholdcostsindiceshcis/october2020, MainPoints: None
19:36:06 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceinflationdetailedbriefingnote/july2020, MainPoints: None
19:36:08 - INFO: Bulletin: economy/inflationandpriceindices/articles/servicesproducerpriceindexmethodschanges/2020-07-20, MainPoints: None
19:36:08 - INFO: Bulletin: economy/inflationandpriceindices/articles/chainlinkinginbusinessprices/2020-07-20, MainPoints: None
19:36:08 - INFO: Bulletin: economy/inflationandpriceindices/articles/producerpriceindicesmethodschanges/2020-07-20, MainPoints: None
19:36:09 - INFO: Bulletin: economy/inflationandpriceindices/articles/servicesproducerpriceweightchanges/2020-07-20, MainPoints: None
19:36:09 - INFO: Bulletin: economy/inflationandpriceindices/articles/producerpriceweightchanges/2020-07-20, MainPoints: None
19:36:10 - INFO: Bulletin: economy/inflationandpriceindices/articles/introducingalternativedatasourcesintoconsumerpricestatistics/may2020, MainPoints: None
19:36:11 - INFO: Bulletin: economy/inflationandpriceindices/articles/coronavirusandtheeffectsonukprices/2020-05-06, MainPoints: None
19:36:12 - INFO: Bulletin: economy/inflationandpriceindices/articles/measuringchangingpricesandcostsforconsumersandhouseholdsproposedupdates/march2020, MainPoints: None
19:36:12 - INFO: Bulletin: economy/inflationandpriceindices/articles/cpihconsistentinflationrateestimatesforukhouseholdgroups20052017/octobertodecember2019, MainPoints: None
19:36:12 - INFO: Bulletin: economy/inflationandpriceindices/articles/impactofintroducinganewdatasourceforshoptypeweightsonconsumerpriceindices/2020-02-12, MainPoints: None
19:36:13 - INFO: Bulletin: economy/inflationandpriceindices/articles/usingalternativedatasourcesinconsumerpriceindices/may2019, MainPoints: None
19:36:13 - INFO: Bulletin: economy/inflationandpriceindices/articles/theimpactofshrinkflationoncpihuk/howmanyofourproductsaregettingsmaller, MainPoints: None
19:36:15 - INFO: Bulletin: economy/inflationandpriceindices/bulletins/consumptionperhead/2018, MainPoints: None
19:36:16 - INFO: Bulletin: economy/inflationandpriceindices/articles/exploringrecenttrendsinthelondonhousingmarket/2018-09-19, MainPoints: None
19:36:17 - INFO: Bulletin: economy/inflationandpriceindices/articles/measuringchangingpricesandcostsforconsumersandhouseholds/march2018, MainPoints: None
19:36:18 - INFO: Bulletin: economy/inflationandpriceindices/articles/shortcomingsoftheretailpricesindexasameasureofinflation/2018-03-08, MainPoints: None
19:36:19 - INFO: Bulletin: economy/inflationandpriceindices/articles/stockweightedhousepriceindexenglandandwales/preliminaryestimates1995to2015, MainPoints: None
19:36:19 - INFO: Bulletin: economy/inflationandpriceindices/articles/uktobaccoandalcoholpricesamonghighestineu/2018-02-01, MainPoints: None
19:36:19 - INFO: Bulletin: economy/inflationandpriceindices/articles/ukservicesproducerpriceindexsppistandarderrors/2016to2017, MainPoints: None
19:36:20 - INFO: Bulletin: economy/inflationandpriceindices/articles/impactofinclusionofadditionalpricequotesonconsumerpricesindices/2017-11-13, MainPoints: None
19:36:20 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceindicesabriefguide/2017, MainPoints: None
19:36:20 - INFO: Bulletin: economy/inflationandpriceindices/articles/housepricepersquaremetreandhousepriceperroomenglandandwales/2004to2016, MainPoints: None
19:36:21 - INFO: Bulletin: economy/inflationandpriceindices/articles/themeasurementofrealincomeintheuk/optionsforacoherentapproach, MainPoints: None
19:36:23 - INFO: Bulletin: economy/inflationandpriceindices/articles/researchindicesusingwebscrapedpricedata/august2017update, MainPoints: None
19:36:23 - INFO: Bulletin: economy/inflationandpriceindices/articles/shrinkflationandthechangingcostofchocolate/2017-07-24, MainPoints: None
19:36:23 - INFO: Bulletin: economy/inflationandpriceindices/articles/thechangingpriceofeverydaygoodsandservices/2017-07-11, MainPoints: None
19:36:23 - INFO: Bulletin: economy/inflationandpriceindices/articles/howinflationchangeshowmuchyourwagesareworth/2017-06-26, MainPoints: None
19:36:23 - INFO: Bulletin: economy/inflationandpriceindices/articles/areyourwageskeepingupwithinflation/2017-06-20, MainPoints: None
19:36:23 - INFO: Bulletin: economy/inflationandpriceindices/articles/revisionspolicyforconsumerpriceinflationstatistics/2017-03-21, MainPoints: None
19:36:24 - INFO: Bulletin: economy/inflationandpriceindices/articles/producerpriceindexstandarderrors/2016, MainPoints: None
19:36:24 - INFO: Bulletin: economy/inflationandpriceindices/articles/hipstersginandthebasketofgoods/2017-03-14, MainPoints: None
19:36:24 - INFO: Bulletin: economy/inflationandpriceindices/articles/guidetochangestoconsumerpriceinflationstatistics/march2017, MainPoints: None
19:36:24 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceindexincludingowneroccupiershousingcostscpih/userengagementreportmar2016tojan2017, MainPoints: None
19:36:25 - INFO: Bulletin: economy/inflationandpriceindices/articles/understandingthedifferentapproachesofmeasuringowneroccupiershousingcostsooh/weightsanalysis, MainPoints: None
19:36:25 - INFO: Bulletin: economy/inflationandpriceindices/articles/improvementstotheimportandexportpriceindicesipiandepiandservicesproducerpriceindicessppi/november2016, MainPoints: None
19:36:26 - INFO: Bulletin: economy/inflationandpriceindices/articles/impactofinclusionofcounciltaxandrevisedimputedrentsoncpih/dec2016, MainPoints: None
19:36:26 - INFO: Bulletin: economy/inflationandpriceindices/articles/clarificationofpublicationarrangementsfortheretailpricesindexandrelatedindices/november2016, MainPoints: None
19:36:26 - INFO: Bulletin: economy/inflationandpriceindices/articles/whyhasthevalueofthepoundbeenfallingandwhatcouldthismeanforpeopleintheuk/2016-10-28, MainPoints: None
19:36:27 - INFO: Bulletin: economy/inflationandpriceindices/articles/cpihcompendium/2016-10-13, MainPoints: None
19:36:27 - INFO: Bulletin: economy/inflationandpriceindices/articles/owneroccupiedhousingcostsusingthenetacquisitionsapproach/quarter2aprtojun2016, MainPoints: None
19:36:28 - INFO: Bulletin: economy/inflationandpriceindices/articles/whatsinthebasketofgoods70yearsofshoppinghistory/2016-07-21, MainPoints: None
19:36:28 - INFO: Bulletin: economy/inflationandpriceindices/articles/explainingtheimpactofthenewukhousepriceindex/may2016, MainPoints: None
19:36:28 - INFO: Bulletin: economy/inflationandpriceindices/articles/coveragedifferencesbetweentheharmonisedindexofconsumerpricesandnationalconsumerpricesindices/2016-05-23, MainPoints: None
19:36:29 - INFO: Bulletin: economy/inflationandpriceindices/articles/introducingthesingleofficialhousepriceindex/2016-03-30, MainPoints: None
19:36:29 - INFO: Bulletin: economy/inflationandpriceindices/articles/estimatedeffectofthebudgetonconsumerpricesindexandretailpricesindex/spring2016, MainPoints: None
19:36:29 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpricesindexandretailpricesindexupdatingweights/2016, MainPoints: None
